InterventionType,InterventionName_lower,Freq
Behavioral,typical surgical covered mask,1
Behavioral,turkish physicians,1
Behavioral,trier social stress test,1
Behavioral,trial-based cognitive therapy,1
Behavioral,treatment as usual (tau),1
Behavioral,treatment as usual,1
Behavioral,trauma-informed yoga video recording,1
Behavioral,trauma informed yoga,1
Behavioral,trauma informed psychotherapy,1
Behavioral,transparent mask,1
Behavioral,transitional online peer support group (n=20),1
Behavioral,transfer package from ci therapy,1
Behavioral,telephonic interview during the italian lockdown.,1
Behavioral,telemedicine visit,1
Behavioral,shared decision making,1
Behavioral,standard charity resources,1
Behavioral,speed of processing training,1
Behavioral,space parenting program,1
Behavioral,software messaging,1
Behavioral,socialization,1
Behavioral,social proof,1
Behavioral,social media & news consumption,1
Behavioral,social distancing advertisements,1
Behavioral,social,1
Behavioral,soap distributed but no activities of the hbcc project,1
Behavioral,sms-based support,1
Behavioral,sms message support,1
Behavioral,smell training,1
Behavioral,sm-ema,1
Behavioral,simulation intervention,1
Behavioral,simple cognitive task,1
Behavioral,simha kriya,1
Behavioral,shg,1
Behavioral,sse educational intervention,1
Behavioral,standard message,1
Behavioral,telehealth phone calls,1
Behavioral,standard response team,1
Behavioral,telehealth coaching sessions,1
Behavioral,tele-interventions related to diabetes management and mental well-being,1
Behavioral,tele-delivered psychological intervention,1
Behavioral,technology based social interactions,1
Behavioral,tailored recommendations,1
Behavioral,tailored best practices,1
Behavioral,surgical mask,1
Behavioral,supportive trauma exposure preparation program,1
Behavioral,supportive therapy ssi,1
Behavioral,supportive therapy,1
Behavioral,subacute rehabilitation,1
Behavioral,student-senior isolation prevention partnership (ssipp),1
Behavioral,structured telephone support (sts),1
Behavioral,striveweekly,1
Behavioral,stress first aid,1
Behavioral,stress and emotion management,1
Behavioral,stigma awareness video intervention,1
Device,esophageal catheter,1
Device,expiratory training device,1
Device,external evacuation device (eed),1
Dietary Supplement,l. reuteri dsm 17938 + vitamin d,1
Dietary Supplement,m capsules 148 mg,1
Dietary Supplement,licorice extract,1
Dietary Supplement,"lactoferrin, green tea extract",1
Dietary Supplement,lactoferrin (apolactoferrin),1
Dietary Supplement,lactoferrin,1
Dietary Supplement,lactobaciltus rhamnosus gg placebo,1
Dietary Supplement,lactobaciltus rhamnosus gg,1
Dietary Supplement,lactobacillus,1
Dietary Supplement,l-citrulline,1
Dietary Supplement,omnibiotic aad,1
Dietary Supplement,ketogenic diet with phytoextracts,1
Dietary Supplement,ketogenic diet,1
Dietary Supplement,investigational product - viracide,1
Dietary Supplement,inflammation (iii),1
Dietary Supplement,inflammation (ii),1
Dietary Supplement,inflammation (i),1
Dietary Supplement,immunoformulation,1
Dietary Supplement,group d:placebo oropharyngeal spray + placebo taken po,1
Dietary Supplement,maf capsules 148 mg,1
Dietary Supplement,manremyc,1
Dietary Supplement,melatonin,1
Dietary Supplement,microbiome immunity formula,1
Dietary Supplement,omega dha / epa,1
Dietary Supplement,"ol-1, standard dose",1
Dietary Supplement,"ol-1, high dose",1
Dietary Supplement,nutritional support system (nss),1
Dietary Supplement,"nusapure standardized olive leaves capsule, 750 mg (50% oleuropein)",1
Dietary Supplement,nricm101,1
Dietary Supplement,nigella sativa oil,1
Dietary Supplement,nicotinamide riboside,1
Dietary Supplement,nicotinamide,1
Dietary Supplement,niagen,1
Dietary Supplement,natural honey,1
Dietary Supplement,nad+,1
Dietary Supplement,n-acetylcysteine,1
Dietary Supplement,n-acetyl glucosamine (nag),1
Dietary Supplement,multivitamin with 11mg of zinc,1
Dietary Supplement,molecular hydrogen,1
Dietary Supplement,"micronized and ultra-micronized palmitoylethanolamide (mpea and umpea, 300mg + 600mg) oral suspension",1
Dietary Supplement,group c:active principle oropharyngeal spray + placebo taken po,1
Dietary Supplement,group b: placebo oropharyngeal spray + active principle immunostimulant,1
Dietary Supplement,group a: oropharygeal spray and immunostimulant,1
Dietary Supplement,best standard of care,1
Dietary Supplement,açaí palm berry extract - natural product,1
Dietary Supplement,azinc,1
Dietary Supplement,ayurvedic kadha,1
Dietary Supplement,ayurveda,1
Dietary Supplement,ascorbic acid and zinc gluconate,1
Dietary Supplement,ascorbic acid,1
Dietary Supplement,asbrip,1
Dietary Supplement,artemesia annua,1
Dietary Supplement,arbox,1
Dietary Supplement,antioxidation therapy,1
Dietary Supplement,anatolian propolis,1
Dietary Supplement,alanine,1
Dietary Supplement,adapt-232 oral solution,1
Dietary Supplement,active placebo,1
Dietary Supplement,acetyl l-carnitine,1
Dietary Supplement,acacia senegal,1
Dietary Supplement,abbc1 immunoessential,1
Dietary Supplement,balanced amino acid,1
Dietary Supplement,best standard of care + cardio,1
Dietary Supplement,glucose tablets,1
Dietary Supplement,bioarginina®,1
Dietary Supplement,full spectrum cbd oil,1
Dietary Supplement,ferinject,1
Dietary Supplement,dietary supplementation in patients with covid disease admitted to hospital,1
Dietary Supplement,diet and sun exposure,1
Dietary Supplement,"ddrops® products, 50,000 iu, oral",1
Dietary Supplement,"d-beta-hydroxybutyrate-(r)-1,3 butanediol monoester",1
Dietary Supplement,cretan iama,1
Dietary Supplement,corn oil (placebo),1
Dietary Supplement,control,1
Dietary Supplement,cod liver oil,1
Dietary Supplement,chinese herbal medicine,1
Dietary Supplement,cellulose-containing placebo capsules,1
Dietary Supplement,cbdra60 supplement,1
Dietary Supplement,cbd isolate,1
Dietary Supplement,bromelain,1
Dietary Supplement,broad-spectrum cbd oil,1
Dietary Supplement,bovine plasma-derived immunoglobulin concentrate,1
Dietary Supplement,omni-biotic pro vi 5,1
Dietary Supplement,oral supplement enriched in antioxidants,1
Drug,20 mg prednisone for 14 days,1
Dietary Supplement,zinc picolinate placebo,1
Drug,0.12% chlorhexidine gluconate mouth rinse,1
Drug,0.12% chlorhexidine gluconate,1
Drug,0.1% sodium hypochlorite,1
Drug,0.075% cetylpyridinium chloride (cpc),1
Drug,0.075% cetylpyridinium chloride,1
Drug,"""vernonia amygdalina""",1
Dietary Supplement,β-hydroxy β-methyl butyrate (hmb) enriched amino acid,1
Dietary Supplement,zinc sulfate 220 mg,1
Dietary Supplement,zinc picolinate,1
Dietary Supplement,ovotransferrin,1
Dietary Supplement,zinc gluconate and ascorbic acid,1
Dietary Supplement,zinc citrate,1
Dietary Supplement,zinc acetate,1
Dietary Supplement,zinc (zinc gluconate) & vitamin d (cholecalciferol),1
Dietary Supplement,zinc (zinc gluconate),1
Dietary Supplement,viusid and asbrip,1
Dietary Supplement,viusid,1
Dietary Supplement,vitamins and minerals,1
Drug,0.12% chlorhexidine oral/nasal rinse,1
Drug,0.5% povidone iodine,1
Drug,0.5% povidone/iodine oral/nasal rinse,1
Drug,0.5% w/v povidone-iodide,1
Drug,1: ilt101,1
Drug,1: discontinuation of ras blocker therapy,1
Drug,18f-αvβ6-bp,1
Drug,10% povidone-iodine nasal decolonization swab plus 0.12% chg oral rinse,1
Drug,1.5% w/v hydrogen peroxide,1
Drug,1.5% hydrogen peroxide (h2o2),1
Drug,1% povidone iodine (pvp-i),1
Drug,1% hydrogen peroxide,1
Drug,0.9%nacl,1
Drug,0.9% sodium-chloride,1
Drug,0.9% sodium chloride (normal saline),1
Drug,0.9% sodium chloride,1
Drug,0.9% normal saline,1
Drug,0.9% (w/v) saline,1
Drug,0.6% pvp-i oral and nasal spray to moderately ill covid-19 positive patient,1
Drug,0.6% pvp-i oral and nasal spray to healthy volunteer,1
Drug,0.6% pvp-i oral and nasal spray to asymptomatic to mild covid-19 patient having multiple comorbidity,1
Dietary Supplement,vitamins,1
Dietary Supplement,vitamine d3 supplementation,1
Dietary Supplement,vitamin k2/d,1
Dietary Supplement,quadramune(tm),1
Dietary Supplement,proper diet,1
Dietary Supplement,probiotics (2 strains 10x10^9 ufc),1
Dietary Supplement,probiotics,1
Dietary Supplement,preservision areds formulation soft gels or tablets,1
Dietary Supplement,plant stanol mini drinks,1
Dietary Supplement,placebo starch,1
Dietary Supplement,placebo oil,1
Dietary Supplement,placebo mini drinks,1
Dietary Supplement,placebo magnesium,1
Dietary Supplement,placebo administration,1
Dietary Supplement,placebo + vitamin d,1
Dietary Supplement,placebo (potato starch and magnesium stearate),1
Dietary Supplement,pectin,1
Dietary Supplement,pealut,1
Dietary Supplement,palmitoylethanolamide,1
Dietary Supplement,ozonized oil (hoo,1
Dietary Supplement,oxaloacetate medical food/dietary supplement,1
Dietary Supplement,propolis,1
Dietary Supplement,quercetin phytosome,1
Dietary Supplement,vitamin k2 in the form of menaquinone-7 (mk-7),1
Dietary Supplement,quercetin phytosome (qp),1
Dietary Supplement,vitamin d3 (cholecalciferol),1
Dietary Supplement,vitamin d supplementation in pregnant women,1
Dietary Supplement,vitamin d supplementation,1
Dietary Supplement,vitamin c/zinc,1
Dietary Supplement,"vitamin c, vitamin b complex and zinc acetate",1
Dietary Supplement,vitamin b12,1
Dietary Supplement,vitamin and trace elements,1
Dietary Supplement,vitamin a supplement,1
Dietary Supplement,taxifolin aqua,1
Dietary Supplement,targeted wellness formula c™ sublingual drops - 1200mg - 30 ml (formula c),1
Dietary Supplement,standard enteral nutrition,1
Dietary Supplement,saisei maf capsules,1
Dietary Supplement,rhea health tone®,1
Dietary Supplement,resveratrol placebo,1
Dietary Supplement,resveratrol,1
Dietary Supplement,quercetin treatment,1
Dietary Supplement,quercetin prophylaxis,1
Dietary Supplement,5-ala-phosphate + sfc (5-ala+sfc),1
Dietary Supplement,5-ala-phosphate + sfc (5-ala + sfc),1
Dietary Supplement,25-oh cholecalciferol,1
Diagnostic Test,sars-cov2 serum antibody testing,1
Diagnostic Test,sequence of testing.,1
Diagnostic Test,senior fitness test,1
Diagnostic Test,semen qualitative analysis,1
Diagnostic Test,semen analysis,1
Diagnostic Test,secret questionnaire,1
Diagnostic Test,schirmer test i,1
Diagnostic Test,scanning chest x-rays and performing ai algorithms on images,1
Diagnostic Test,savicell's immunobiopsy™,1
Diagnostic Test,sars-cov2 serology,1
Diagnostic Test,"xiamen wiz biotech co., ltd. sars-cov-2 antigen rapid test",1
Diagnostic Test,sars-cov2 nasal swab,1
Diagnostic Test,sars-cov2 autoantibody detection,1
Diagnostic Test,sars-cov2 antibody measurement,1
Diagnostic Test,sars-cov-2/influenza/rsv rt-pcr,1
Diagnostic Test,sars-cov-2-test,1
Diagnostic Test,sars-cov-2 testing on the eppendorf thermal cycler pcr system using self-collected saliva as the specimen,1
Diagnostic Test,sars-cov-2 testing,1
Diagnostic Test,sars-cov-2 specific igm and igg detection,1
Diagnostic Test,"serelogy testing, rt pcr",1
Diagnostic Test,serodiagnosis of igg and igm,1
Diagnostic Test,serologic assays for antibodies to sars-cov-2,1
Diagnostic Test,serologic immune response evaluation,1
Diagnostic Test,serology to determine sars-cov-2 infection,1
Diagnostic Test,"serology testing, rt pcr",1
Diagnostic Test,serology test,1
Diagnostic Test,serology for covid-19,1
Diagnostic Test,serological tests will be applied on patients blood sampling,1
Diagnostic Test,serological tests for sars cov-2,1
Diagnostic Test,serological testing for covid-19 infection,1
Diagnostic Test,serological test for the detection of igg anti-sars-cov-2,1
Diagnostic Test,serological test for covid-19.,1
Diagnostic Test,serological test and phone interview,1
Diagnostic Test,serological screening for igg and igm antibodies against covid-19,1
Diagnostic Test,serological screening,1
Diagnostic Test,serological assay or igg for sars-cov-2,1
Diagnostic Test,serological assay for sars-cov-2,1
Diagnostic Test,serologic test,1
Diagnostic Test,serologic sars-cov-2 screening,1
Diagnostic Test,serologic immunoassays to sars-cov-2 antibodies,1
Diagnostic Test,sars-cov-2 serological assessment (igg),1
Diagnostic Test,sars-cov-2 screening by molecular biology,1
Diagnostic Test,sars-cov-2 s1/s2 igg,1
Diagnostic Test,sample collection/performance evaluation (a),1
Diagnostic Test,saliva specimen,1
Diagnostic Test,saliva sampling,1
Diagnostic Test,saliva samples,1
Diagnostic Test,saliva sample combined to an anterior nare self-swabbing (self-samples),1
Diagnostic Test,saliva sample (self-sample),1
Diagnostic Test,saliva and nps test,1
Diagnostic Test,saint george respiratory questionnaire,1
Diagnostic Test,"s-binding igg, rbd-binding igg and n-binding igg immunoassays and sars-cov-2 serum neutralization assay, quantitative serum immunoglobulin tests",1
Diagnostic Test,rt-qpcr test,1
Diagnostic Test,rt-pcr sars-cov2,1
Diagnostic Test,rt-pcr for sars-cov-2,1
Diagnostic Test,rt-pcr covid-19,1
Diagnostic Test,rt-pcr and antibody testing,1
Diagnostic Test,rt pcr sars-cov-2,1
Diagnostic Test,rt pcr,1
Diagnostic Test,roth´s test,1
Diagnostic Test,reviewed clinical records and laboratory results,1
Diagnostic Test,samba ii (diagnostic for the real world),1
Diagnostic Test,sample collection/performance evaluation (b),1
Diagnostic Test,sars-cov-2 rt-pcr assay for detection of covid-19 infection,1
Diagnostic Test,sampling,1
Diagnostic Test,"sars-cov-2 research in nasopharyngeal swab, sperm and serologics",1
Diagnostic Test,"sars-cov-2 rapid diagnostic test (covid-presto® igm/igg, aaz, boulogne-billancourt, france)",1
Diagnostic Test,sars-cov-2 pcr and serology tests,1
Diagnostic Test,sars-cov-2 igg antibody testing kit,1
Diagnostic Test,sars-cov-2 igg,1
Diagnostic Test,sars-cov-2 ig g levels,1
Diagnostic Test,sars-cov-2 antigen rapid test,1
Diagnostic Test,sars-cov-2 antibody testing,1
Diagnostic Test,sars-cov-2 antibody test,1
Diagnostic Test,sars-cov-2 antibody immunoassays,1
Diagnostic Test,sars-cov-2 antibody analysis,1
Diagnostic Test,sars-cov-2 ab,1
Diagnostic Test,sars-cov 2 rna pcr urine,1
Diagnostic Test,sars-cov 2 rna pcr semen,1
Diagnostic Test,sampling salivary,1
Diagnostic Test,sampling of sars-cov-2 rna from nasopharyngeal swab specimen or saliva collected via salivette cortisol,1
Diagnostic Test,"sampling (edta blood, pharyngeal and nose swabs, bronchoalveolar lavage ,urine)",1
Diagnostic Test,"serum collection, adverse events collection",1
Diagnostic Test,serum inflammatory biomarkers,1
Diagnostic Test,serum ngal and cystatin c,1
Diagnostic Test,treadmill test (bruce protocol),1
Diagnostic Test,to assess for development of igg antibodies against sars-cov2,1
Diagnostic Test,tlrs activation measurement,1
Diagnostic Test,titanium blood test,1
Diagnostic Test,thrombomodulin modified thrombin generation assay (tga-tm),1
Diagnostic Test,thrombin generation assay (tga),1
Diagnostic Test,throat swab sample for measuring current infection with sars-cov-2,1
Diagnostic Test,throat swab,1
Diagnostic Test,thoraxic computed tomography,1
Diagnostic Test,thorax ct,1
Diagnostic Test,thoracic ct scan,1
Diagnostic Test,"the demographic, clinical, laboratory, and instrumental data",1
Diagnostic Test,testnpass,1
Diagnostic Test,testing sensitivity for sars-cov-2 virus in symptomatic individuals,1
Diagnostic Test,testing procedure for binding antibodies,1
Diagnostic Test,testing of sars-cov-2 antibodies,1
Diagnostic Test,testing for sars-cov-2 rna,1
Diagnostic Test,testing for sars-cov-2 igm/igg,1
Diagnostic Test,transpulmonary pressure measurements,1
Diagnostic Test,tuberculin test,1
Diagnostic Test,test pcr,1
Diagnostic Test,ultrasound lung imaging as part of fast+ evaluation,1
Diagnostic Test,whole exome sequencing,1
Diagnostic Test,weck-cel swab collection,1
Diagnostic Test,vitros anti-sars-cov-2 igg test,1
Diagnostic Test,vitalconnect vital sign patch,1
Diagnostic Test,visual analogue scale,1
Diagnostic Test,virological and serological tests,1
Diagnostic Test,viral culture,1
Diagnostic Test,videofluoroscopy,1
Diagnostic Test,videofluoroscopic swallowing study (vfss),1
Diagnostic Test,venous draw & testing,1
Diagnostic Test,venous blood was collected for biochemistry testing.,1
Diagnostic Test,venous blood was collected for biochemistry testing,1
Diagnostic Test,venous blood collection,1
Diagnostic Test,vaginal fluid covid-19 pcr test,1
Diagnostic Test,vaccination against covid19,1
Diagnostic Test,urine pregnancy test for women of childbearing potential,1
Diagnostic Test,"urinary ngal, timp-2, igfbp7, il-6, viral load and metabolomic",1
Diagnostic Test,testing for sars-cov-2,1
Diagnostic Test,test for sars-cov-2,1
Diagnostic Test,serum sars cov 2 igg screening in health care workers,1
Diagnostic Test,"standard 12-lead ecg, nt-probnp, echocardiography",1
Diagnostic Test,"spirometry, thoracic ct, cpet, 6 minute walking test, sf-36 questionnaire",1
Diagnostic Test,spike protein (s) or the nucleocapsid (n) of sars-cov-2,1
Diagnostic Test,sperm test,1
Diagnostic Test,specimen collection,1
Diagnostic Test,spartan cube point-of care covid-19 test,1
Diagnostic Test,spartan covid-19 v2 system,1
Diagnostic Test,spartan covid-19 test,1
Diagnostic Test,spartan covid-19 platform,1
Diagnostic Test,soton hyperinflammation score,1
Diagnostic Test,sonoclot,1
Diagnostic Test,sona saliva c-19 rapid test,1
Diagnostic Test,soluble urokinase plasminogen activator receptor,1
Diagnostic Test,six minute walk test (6mwt),1
Diagnostic Test,sit to stand test,1
Diagnostic Test,single passive leg movement,1
Diagnostic Test,simple chest tomography,1
Diagnostic Test,sg diagnostics covid-19 antigen rapid test kit,1
Diagnostic Test,sputum analysis,1
Diagnostic Test,"standard q covid-19 ag - test, produced by sd biosensor inc.",1
Diagnostic Test,"test at home's proprietary ""lollipop"" buccal cavity swab",1
Diagnostic Test,standard screening strategy,1
Diagnostic Test,test,1
Diagnostic Test,tem-tpa,1
Diagnostic Test,tears swab,1
Diagnostic Test,tear collection,1
Diagnostic Test,swallowing evaluation with the eat-10 and the volume-viscosity swallowing test (v-vst),1
Diagnostic Test,swabbing of conjunctiva,1
Diagnostic Test,suspected of covid-19 infection,1
Diagnostic Test,susceptibility to infection,1
Diagnostic Test,surveys,1
Diagnostic Test,surfactant assessment,1
Diagnostic Test,"supar, c-reactive protein, ferritin, d-dimer, procalcitonin, interleukin-6, lactate dehydrogenase",1
Diagnostic Test,study questionnaire,1
Diagnostic Test,study of immune-mediated mechanisms in patients tested positive for sars-cov-2,1
Diagnostic Test,stool collection,1
Diagnostic Test,stimulation test with arginine infusion in order to verify the possible existence of damage to the beta cell function induced by covid-19 infection,1
Diagnostic Test,stc-19 score,1
Diagnostic Test,standardized lung ultrasound (lus) examination,1
Drug,1: naproxen,1
Drug,27% ethanol plus essential oils,1
Device,extracorporeal blood purification using the oxiris® (an69st) hemofilter,1
Drug,canakinumab injection 300mg,1
Drug,cd24fc,1
Drug,cbd,1
Drug,captopril 25mg,1
Drug,canrenoate potassium,1
Drug,"cannabis, medical",1
Drug,"cannabidiol, pharmaceutically produced with < 5 ppm thc",1
Drug,candesartan,1
Drug,canakinumab injection 600mg,1
Behavioral,1: prone positioning,1
Drug,clarithromycin,1
Drug,calcium channel blockers,1
Drug,budesonide nasal,1
Drug,budesonide dry powder inhaler,1
Drug,budesonide,1
Drug,btl-tml-covid,1
Drug,broncho-vaxom®,1
Drug,bromhexine oral tablet and/or hydroxychloroquine tablet,1
Drug,bromhexine hydrochloride tablets,1
Drug,cefditoren pivoxil 400mg,1
Drug,ceftaroline,1
Drug,ceftriaxone,1
Drug,celecoxib famotidine,1
Drug,ckd-314 placebo+soc,1
Drug,cimetra-2,1
Drug,cimetra-1,1
Drug,ciclesonide metered dose inhaler [alvesco],1
Drug,ciclesonide inhalation aerosol,1
Drug,"cholecalciferol 50,000 iu",1
Drug,"cholecalciferol 200,000 iu",1
Drug,chlorpromazine (cpz),1
Drug,chlorpromazine,1
Drug,chloroquine phosphate tablets,1
Drug,chlorine dioxide 3000 ppm,1
Drug,chemotherapy,1
Drug,cetirizine and famotidine,1
Drug,"cerebrospinal fluid sampling, meningeal and brain parenchyma biopsies",1
Drug,cerebrolysin,1
Drug,cerc-002,1
Drug,cenicriviroc (cvc),1
Drug,bromhexine hydrochloride,1
Drug,bromhexine and spironolactone,1
Drug,bromhexine 8 mg,1
Drug,bi 767551 inhaled,1
Drug,bi 764198,1
Drug,bge-175,1
Drug,bgb-dxp593,1
Drug,bgb dxp593,1
Drug,bevacizumab,1
Drug,beva+soc,1
Drug,betadine© bucal 100 mg/ml,1
Drug,best supportive care (bsc),1
Drug,best supportive care,1
Drug,berberine,1
Drug,bempegaldesleukin,1
Drug,bemiparin sodium,1
Drug,bemcentinib,1
Drug,bdb-001 injection,1
Drug,bcg-10 vaccine,1
Drug,bat2020,1
Drug,bat + calcifediol,1
Drug,bi 767551 inhalation,1
Drug,bicalutamide 150 mg,1
Drug,brilacidin,1
Drug,bio 300 oral suspension,1
Drug,brii-198,1
Drug,brii-196,1
Drug,bridge therapy,1
Drug,brexanolone,1
Drug,brensocatib,1
Drug,brazilian green propolis extract (epp-af),1
Drug,bovine lipid extract surfactant,1
Drug,bovhyaluronidase azoxymer,1
Drug,botulinum neurotoxin,1
Drug,bolus vitamin d3,1
Drug,bolus placebo,1
Drug,bno 1030,1
Drug,bms-986253,1
Drug,bld-2660,1
Drug,black seed oil cap/tab,1
Drug,bivalirudin injection,1
Drug,bio101,1
Drug,ckd-314+soc,1
Drug,clarithromycin 500mg,1
Drug,2: continuation of ras blocker therapy,1
Drug,cpi-006 1 mg/kg + soc,1
Drug,cyclosporin a,1
Drug,curosurf® (poractant alfa),1
Drug,ct-p59,1
Drug,cst-5: placebo,1
Drug,cst-2: placebo,1
Drug,cst-2: eidd-2801,1
Drug,crest pro-health multi-protection mouthwash,1
Drug,cpi-006 2 mg/kg + soc,1
Drug,cpi-006,1
Drug,clazakizumab 12.5 mg,1
Drug,covid19 vaccine,1
Drug,covid-globulin,1
Drug,covid-19 treatment,1
Drug,covid-19 standard of care,1
Drug,covid-19 standard care,1
Drug,covid-19 group (group i),1
Drug,covid-19 group,1
Drug,covid-19 convalscent plasma,1
Drug,cytotoxic t lymphocytes,1
Drug,daad compound,1
Drug,daclatasvir 60 mg,1
Drug,daily placebo,1
Drug,degarelix,1
Drug,defibrotide injection,1
Drug,defibrotide 25 mg/kg 24 hours continuous infusion for 15 days,1
Drug,decitabine,1
Drug,dasatinib anhydrous,1
Drug,das181 ol,1
Drug,das181 covid-19,1
Drug,darunavir/cobicistat,1
Drug,darunavir and cobicistat,1
Drug,dapsone 100 mg,1
Drug,dapansutrile capsules,1
Drug,dapagliflozin 10 mg,1
Drug,dapagliflozin,1
Drug,danoprevir+ritonavir,1
Drug,dalteparin,1
Drug,dalcetrapib,1
Drug,daily vitamin d3,1
Drug,covid rehab formula granules,1
Drug,covi-msc,1
Drug,covend24,1
Drug,comparator,1
Drug,comirnaty,1
Drug,combined art/hydroxychloroquine,1
Drug,collagen-polyvinylpyrrolidone,1
Drug,colgate total clean mint,1
Drug,colgate peroxyl® -1.5% hydrogen peroxide,1
Drug,colchicine plus symptomatic treatment (paracetamol),1
Drug,colchicine pill,1
Drug,colchicine 1 mg oral tablet,1
Drug,colchicine 0.6 mg,1
Drug,co-trimoxazole,1
Drug,cnm-znag,1
Drug,cm4620-ie (injectable emulsion),1
Drug,closys ultra sensitive rinse mouthwash,1
Drug,clorhexidine dental phb©,1
Drug,clopidogrel 75mg,1
Drug,clofazimine,1
Drug,clazakizumab 25 mg,1
Drug,comparable placebo of drug,1
Drug,conestat alfa,1
Drug,corvax,1
Drug,control arm,1
Drug,corticosteroids and derivatives,1
Drug,corticosteroid with or without colchicine,1
Drug,corticosteroid nasal irrigation,1
Drug,corticosteroid injection,1
Drug,corticosteroid alone,1
Drug,corsodyl® alcohol free -0.2 % chlorhexidine digluconate,1
Drug,coromec registry with ecl-19,1
Drug,cor-101,1
Drug,conventional treatment,1
Drug,"conventional medicines (oxygen therapy, alfa interferon via aerosol inhalation, and lopinavir/ritonavir) and traditional chinese medicines (tcms) granules",1
Drug,"conventional medicines (oxygen therapy, alfa interferon via aerosol inhalation, and lopinavir/ritonavir)",1
Drug,conventional,1
Drug,convalesscent plasma,1
Drug,convalescent serum,1
Drug,control test,1
Drug,control group (standard hospital treatment),1
Drug,control group,1
Drug,bat,1
Drug,basic treatment,1
Drug,baseline disease modifying therapies (dmts),1
Drug,amiodarone,1
Drug,anakinra 149 mg/ml prefilled syringe [kineret],1
Drug,anakinra 100mg/0.67ml inj syringe,1
Drug,anakinra +/- ruxolitinib (stages 2b/3),1
Drug,amy-101,1
Drug,amoxicillin/clavulanate,1
Drug,amoxicillin-clavulanate,1
Drug,amor 18 powder & inhalation,1
Drug,amlodipine,1
Drug,amantadine hydrochloride,1
Drug,base therapy,1
Drug,amantadine,1
Drug,alvelestat,1
Drug,alteplase,1
Drug,alpha1-proteinase inhibitor,1
Drug,"alpha-interferon, abidol, ribavirin, buzhong yiqi plus and minus formula, huhuang detoxicity paste, baimu qingre jiedu paste and high-dose vitamin c treatment",1
Drug,"alpha-interferon, abidol, ribavirin, buzhong yiqi plus and minus formula, huhuang detoxicity paste, baimu qingre jiedu paste and 5% glucose",1
Drug,"alpha-interferon alpha, abidol, ribavirin, buzhong yiqi plus and minus formula, huhuang detoxicity paste, baimu qingre jiedu paste, fumigation/inhalation of vitamin c",1
Drug,alpha one antitrypsin inhalation,1
Drug,anakinra alone (stages 2b/3),1
Drug,anakinra and ruxolitinib (advanced stage 3),1
Drug,anakinra and ruxolitinib (overcome stage 3),1
Drug,anakinra plus osoc,1
Drug,anticoagulation agents (edoxaban and/or high dose lmwh),1
Drug,anticoagulant therapy,1
Drug,antibiotics,1
Drug,antibiotic,1
Drug,anti-sars-cov-2 plasma,1
Drug,anti-sars-cov-2 igy,1
Drug,anti-sars-cov-2 equine immunoglobulin fragments (inosars),1
Drug,anti-sars-cov-2 convalescent plasma,1
Drug,anti-sars-cov-2,1
Drug,anluohuaxian,1
Drug,angiotensin-converting enzyme inhibitors (ace-i) and angiotensin ii receptor blockers (arb),1
Drug,angiotensin receptor blockers,1
Drug,angiotensin receptor blocker,1
Drug,angiotensin ii receptor blockers,1
Drug,angiotensin ii,1
Drug,"analogs, prostaglandin e1",1
Drug,anakinra prefilled syringe,1
Drug,almitrine,1
Drug,allostim,1
Drug,allogeneic mesenchymal stem cell,1
Drug,ace inhibitors and calcium channel blockers,1
Drug,acalabrutinib treatment d,1
Drug,acalabrutinib treatment c,1
Drug,acalabrutinib treatment b,1
Drug,acalabrutinib treatment a,1
Drug,abx464,1
Drug,abivertinib,1
Drug,abidol hydrochloride combined with interferon atomization,1
Drug,abbv-47d11,1
Drug,abbv-2b04,1
Drug,aat( alpha 1 antitrypsin),1
Drug,[18f]fp-r01-mg-f2,1
Drug,[18f]f-arag (2'-deoxy-2'-fluoro-9-β-d-arabinofuranosylguanine),1
Drug,99mtc-pertechnetate aerosol,1
Drug,3-dayivm 200 mcg/kg/day/14-day 75mgasa/day + standard of care (intervention 1),1
Drug,2: usual practice + symbicort rapihaler,1
Drug,2: standard of care,1
Drug,2: placebo comparator,1
Drug,"ace inhibitor, angiotensin receptor blocker",1
Drug,acei,1
Drug,allogeneic and expanded adipose tissue-derived mesenchymal stromal cells,1
Drug,acei/arb,1
Drug,allogeneic and expanded adipose tissue-derived mesenchymal stem cells,1
Drug,alisporivir,1
Drug,albuterol sulfate (nebulizer),1
Drug,albuterol sulfate (mdi),1
Drug,ak119,1
Drug,agent-797,1
Drug,aerosolized isotretinoin plus tamoxifen,1
Drug,aerosolized dnase,1
Drug,aerosolized all trans retinoic acid,1
Drug,aerolized hydroxychloroquine sulfate,1
Drug,adx-629,1
Drug,adm03820,1
Drug,adjuvanted sars-cov-2 subunit vaccine (acov2),1
Drug,adenosine,1
Drug,adalimumab,1
Drug,active comparator,1
Drug,aceis,1
Drug,antihypertensive agents,1
Drug,antithrombin + best available treatment,1
Drug,antiviral agents,1
Drug,azithromycin (azithro),1
Drug,azd1222,1
Drug,avm0703,1
Drug,aviptadil placebo,1
Drug,aviptadil by intravenous infusion + standard of care,1
Drug,aviptadil 67μg,1
Drug,avigan 200 mg ft,1
Drug,avicod 200 mg film tablet,1
Drug,avdoralimab,1
Drug,av-001,1
Drug,auxora,1
Drug,autophagy inhibitor (gns651),1
Drug,atyr1923 3 mg/kg,1
Drug,atyr1923 1 mg/kg,1
