InterventionName_lower,Freq
cloth face mask,1
closys ultra sensitive rinse mouthwash,1
closed-loop control of oxygen supplementation by o2matic,1
closed face shield with surgical face mask use,1
clorhexidine dental phb©,1
clopidogrel 75mg,1
ck0802,1
cimetra-1,1
"cognitive behavior therapy (cbt), specifically using the facing your fears (fyf) curriculum",1
chest mri,1
chiropractic care,1
chinese medicine treatment,1
chinese herbal medicine,1
chest x-ray,1
chest radiography,1
chest physiotherapy using a non-invasive oscillating device,1
chest physiotherapy post-covid19,1
chest cta,1
chiropractic care (one visit),1
chest ct scan + baseline spirometry,1
chest ct scan,1
chest ct,1
chest computed tomography (ct),1
chest computed tomography,1
chemotherapy,1
chelsea critical care physical assessment tool,1
chiropractic care (more than one visit),1
chitotriosidase activity,1
cig tilted,1
choices and judgements,1
cig axial,1
ciclesonide metered dose inhaler [alvesco],1
ciclesonide inhalation aerosol,1
chx0.12+cpc0.05 oral rinse (perioaidactive control),1
chulacov19 mrna vaccine,1
"cholecalciferol 50,000 iu",1
"cholecalciferol 200,000 iu",1
choice of assignment: opt-in,1
chlorhexidine gluconate (a) mouth rinse with the solution provided,1
choice of assignment: enhanced active choice,1
choice of assignment: active choice,1
chlorpromazine (cpz),1
chlorpromazine,1
chloroquine phosphate tablets,1
chlorine dioxide 3000 ppm,1
chlorine dioxide,1
cognitive and behavioral intervention.,1
cognitive behavioral brief-telepsychotherapy,1
chatbot on covid-19 vaccine hesitancy,1
comparative observational cohort study,1
complementary and alternative medicine,1
complement dosage,1
compassion focused intervention,1
compass,1
comparison of sample collection methods,1
comparison of antigen tests with rt-pcr as reference method,1
comparison group,1
comparable placebo of oral polio vaccine and placebo of drug,1
complete thrombophilic profile testing by multiplex pcr,1
comparable placebo of drug,1
comparable placebo,1
community-driven messages to promote covid-19 testing,1
"community-based, mobile van testing",1
community popular opinion leader (pol) based intervention,1
community organization led outreach,1
community mask,1
"complete blood picture, bone marrow aspiration cytology",1
completion of covid19 vaccine at least 4 weeks ago,1
community health worker support,1
concentrate beetroot juice,1
confirm sars-cov-2 infection,1
confinement and communication during the covid-19 pandemic,1
conestat alfa,1
concurrent treatment of ptsd and substance use disorders using prolonged exposure (cope),1
concentrated rehabilitation for patients with persistent symptoms post covid-19,1
concentrated oxygen,1
concentrated air,1
computer task questionnaires,1
completion of post telemedicine encounter survey,1
computed tomography (ct),1
comprehensive treatment,1
comprehensive assessment of respiratory muscle function.,1
complication,1
complex diagnostic panel,1
completion of survey after peak of pandemic,1
completion of pre-pandemic survey,1
community interest message,1
communication type,1
cognitive behavioural group therapy for perinatal anxiety,1
colchicine 1 mg oral tablet,1
colgate total zero,1
colgate total clean mint,1
colgate peroxyl® mouthwash,1
colgate peroxyl® -1.5% hydrogen peroxide,1
colgate periogard® mouthwash,1
colchicine plus symptomatic treatment (paracetamol),1
colchicine pill,1
colchicine 0.6 mg,1
collagen-polyvinylpyrrolidone,1
cohort 3 hdt 301 vaccine,1
cohort 2 hdt 301 vaccine,1
cohort 1 hdt 301 vaccine,1
cognitive training,1
cognitive tests,1
cognitive testing,1
cognitive performance test,1
colgate total® mouthwash,1
collection of blood samples in order to create a biocollection,1
communication,1
com-covid anonimous survey,1
comirnaty - biontech manufacturing gmbh,1
"comirnaty (covid-19, mrna vaccine)",1
comet assay,1
combined use of a respiratory broad panel multiplex pcr and procalcitonin,1
combined art/hydroxychloroquine,1
combination of oral polio vaccine and na-831,1
combination,1
colorectal resections,1
"collection of blood, salivary and nasopharyngeal samples.",1
colonoscopy,1
collection of tears and saliva.,1
collection of swabs,1
collection of samples,1
collection of odour samples,1
collection of mucosal lining fluid,1
collection of breath sample,1
check-list including lung ultrasound,1
chat-based support,1
bovine plasma-derived immunoglobulin concentrate,1
butterfly,1
c2rx,1
c19-ig 20%,1
c144-ls and c-135-ls,1
c135-ls + c144-ls,1
c-reactive protein,1
bva-100,1
butterfly iq,1
burnout,1
cad3-ebo-s,1
budesonide nasal,1
budesonide dry powder inhaler,1
budesonide,1
buddy assigned in community,1
buddy,1
btl-tml-covid,1
bronchoalveolar lavage (bal),1
c3+ holter monitor,1
cad3-marburg,1
bronchial fibroscopy,1
canakinumab injection 600mg,1
cap-1002 allogeneic cardiosphere-derived cells,1
cap-1002,1
canswab,1
canrenoate potassium,1
"cannabis, medical",1
"cannabidiol, pharmaceutically produced with < 5 ppm thc",1
candesartan,1
canakinumab injection 300mg,1
cad4covid+wbc and covid-19 rdt for sars-cov-2 infection,1
canakinumab 150 mg/ml [ilaris],1
cambridge validated viral detection method,1
cam-icu 7 score,1
calm meditation app,1
calcium channel blockers,1
cag length >=22,1
cag length <22,1
broncho-vaxom®,1
bromhexine oral tablet and/or hydroxychloroquine tablet,1
capillary blood glucose testing with masked cgm,1
breath biopsy sampling using the reciva breath sampler,1
bresci̇a-covi̇d respiratory severity scale,1
brensocatib,1
breathing exercises,1
"breathing exercise, intensive spirometry use, supported cough, progressive mobilisation and ambulation",1
breathing exercise with the phone application,1
breath test & cheek swab,1
breath sample,1
breath biopsy analysis,1
bridge therapy,1
breath biopsy,1
breast feeding adherence,1
brazilian green propolis extract (epp-af),1
brainstem responses assessment sedation score (brass),1
brain mri scan,1
brain mri assessment,1
brain mri,1
brexanolone,1
brief behavioral activation with mental imagery,1
bromhexine hydrochloride tablets,1
brii-196,1
bromhexine hydrochloride,1
bromhexine and spironolactone,1
bromhexine 8 mg,1
bromelain,1
broad-spectrum cbd oil,1
brilacidin,1
brii-198,1
brief skills for safer living,1
brief cognitive behavioral therapy,1
brief psychiatric rating scale,1
brief mindfulness based intervention,1
brief interpersonal telepsychotherapy,1
brief informational infographic,1
brief educational video,1
brief counseling,1
brief cope scale,1
capillary and salivary sampling,1
capillary collection & testing,1
chat-based instant messaging support,1
cerc-002,1
chadox1 ncov-19 (abs 260),1
cetirizine and famotidine,1
certified cloth face mask plus preventive information,1
cereset research,1
"cerebrospinal fluid sampling, meningeal and brain parenchyma biopsies",1
cerebrolysin,1
cerebral compliance and hemodynamics monitoring,1
centricyte 1000,1
chadox1 ncov-19 (qpcr),1
cenicriviroc (cvc),1
cellulose-containing placebo capsules,1
cellular response,1
cellular and antibody response to spike antigens of sars-cov-2 in both groups in peripheral blood samples,1
cell therapy protocol 2,1
cell therapy protocol 1,1
celecoxib famotidine,1
chadox1 ncov-19 (abs 260) + 2.2x10^10vp (qpcr) boost,1
chadox1 ncov-19 0.5ml (3.5-6.5x10^10vp) late vaccine (lv),1
ceftaroline,1
chadv68-s-tce,1
chart review,1
change in preference to surgery under covid-19 pandemic.,1
"change in knowledge, motivation, skills, resources",1
change in kidney function and proteinuria,1
chamindwell,1
chair-yoga program,1
chain-referral,1
chadv68-s,1
chadox1 ncov-19 0.5ml (3.5-6.5x10^10vp) late vaccine two (lvt),1
chadox1-s [recombinant],1
chadox1 ncov-19 two dose + paracetamol,1
chadox1 ncov-19 single dose + paracetamol,1
chadox1 ncov-19 half boost,1
chadox1 ncov-19 full boost,1
chadox1 ncov-19 0.5ml prime plus boost,1
chadox1 ncov-19 0.5ml boost,1
ceftriaxone,1
cefditoren pivoxil 400mg,1
capnography,1
cardiopulmonary fitness level,1
care as usual,1
cardiovascular magnetic resonance imaging,1
cardiovascular magnetic resonance (cmr) imaging,1
cardiovascular and respiratory systems monitoring,1
cardiorespiratory exercise,1
cardiopulmonary stress test (cpet),1
cardiopulmonary resuscitation,1
cardiopulmonary exercise (online-based),1
care modalities. quantitative and qualitative approaches to analysis,1
cardiopulmonary exercise (centre-based),1
cardiac mri,1
cardiac magnetic resonance imaging (cmr),1
cardiac magnetic resonance imaging,1
cardiac ct,1
captopril 25mg,1
caption ai,1
care modalities,1
caring contacts,1
cd24fc,1
cash transfer,1
ccp,1
cbdra60 supplement,1
cbd isolate,1
cbd,1
cbc-diff monocyte volume width distribution,1
castem,1
casirivimab,1
case fatality rate,1
caring contacts plus introductory phone call (cc+),1
"cartography of air contamination, environment contamination and biological fluid by sars-cov2 during visceral surgery in covid19 patients.",1
carragelose,1
carrageenan nasal and throat spray,1
carotid-femoral pulse-wave velocity,1
carotid artery ultrasound measure,1
carotid artery reactivity testing,1
caring contacts without an introductory phone call (cc),1
congenital malformation,1
conjunctival rt pcr,1
conjunctival swab and nasopharyngeal swab,1
cries 13 questionnaire,1
cross-sectional study examining the impact of information sources to obtain information about covid-19 on depression and anxiety symptoms,1
cross-sectional observational study,1
cross sectional study using scientifically validated psychometric scales,1
cross sectional e-survey on surgeons exposed to any educational intervention,1
critical dialogue,1
crisis management coaching,1
crisis intervention therapy,1
cri management,1
cross-sectional survey,1
cretan iama,1
crest pro-health multi-protection mouthwash,1
credible messenger,1
cpi-006 2 mg/kg + soc,1
cpi-006 1 mg/kg + soc,1
cpi-006,1
cpg 1018/alum-adjuvanted scb-2019 vaccine,1
cross-sectional study investigating the association of npis with mental health,1
crp-apheresis,1
cpc,1
ct-p59/placebo,1
curosurf® (poractant alfa),1
curently used therapy for covid-19 non-critical patients,1
culturally adapted cognitive behavioral intervention (ca-cbi),1
cuff application with inflation,1
ctus examination,1
ct-v,1
ct-scan with minimal invasive autopsy,1
ct-imaging,1
cryo lung biopsies,1
ct score,1
ct of the chest,1
cst-5: placebo,1
cst-2: placebo,1
cst-2: eidd-2801,1
csl760,1
csl324,1
cpc+zn,1
cpap treatment,1
current clinical practices of participating physicians,1
covid-19 vaccine education campaign,1
covid-globulin,1
covid-evax,1
covid-antibody test,1
covid-19-impact on quality of life questionnaire,1
covid-19 vaccine moderna dispersion for injection - moderna biotech,1
covid-19 vaccine hesitancy scale in rheumatic diseases,1
covid-19 vaccine hesitancy associated factors,1
covid-19 vaccine astrazeneca suspension for injection,1
covid-surgres questionaire,1
covid-19 vaccination,1
covid-19 treatments,1
covid-19 treatment,1
covid-19 testing,1
"covid-19 test, polymerase chain reaction for sars-cov-2",1
covid-19 symptom monitoring system,1
covid-19 swap test pcr,1
covid-higiv,1
covid-viro® test,1
cpap,1
covigenix vax-001 placebo,1
covx,1
covvr,1
covsurf drug delivery system,1
covivac,1
coviv+iiv4; coviv+ppv23,1
coviv only (1st and 2nd dose),1
covishield,1
covigenix vax-001,1
covid19 convalescent plasma infusion,1
covigen 4.0 mg im or placebo im,1
covigen 2.0 mg im or placebo im,1
covigen 0.8 mg id or placebo id,1
covidseq test,1
covidfree@home,1
covid19 rt-pcr,1
covid19 immunization testing,1
current care per ucla treating physicians,1
current health,1
connect2test intervention,1
data collection from lumbar puncture,1
db-001,1
"data research, database analysis",1
data registry,1
data monitoring for 48h within the first 24 hours of admission for covid-19,1
data collection: clinical care assessments,1
data collection up to 1 year,1
data collection from medical files,1
data collection from blood draw,1
decidual stromal cells (dsc),1
data collection and rhinopharyngeal swab,1
data collection (,1
data collecting,1
dass-21 instrument (depression and anxiety),1
dass questionnaire,1
dasatinib anhydrous,1
das181 ol,1
"ddrops® products, 50,000 iu, oral",1
decision science-based design,1
darunavir/cobicistat,1
degarelix,1
"depression, anxiety and stress scale",1
depression,1
dental pulp mesenchymal stem cells,1
demographic and clinical data obtained from hospital's electronic medical record.,1
deltarex-g,1
delns1-ncov-rbd laiv,1
delayed vepmp intervention,1
defibrotide injection,1
decision tool for clinicians,1
defibrotide 25 mg/kg 24 hours continuous infusion for 15 days,1
deep venous disease diagnostic,1
deep breathing training,1
deep breathing exercise with triflo,1
dect,1
decitabine,1
decisions of limitations and stop processing,1
das181 covid-19,1
darunavir and cobicistat,1
current ipac-uhn ppe,1
cyp phenotyping,1
cytosorb,1
cytokines measurement,1
cytokines dosage,1
cytokine measurements,1
cytokine hemadsorption,1
cytokine adsorption,1
cyp-001,1
cynk-001,1
cytosorb-therapy,1
cyclosporin a,1
cycle threshold,1
cvncov 6 μg,1
cvncov 12μg,1
cvncov 12 μg,1
customized questionnaire,1
custom vr,1
cytosorb 300 ml device,1
cytotoxic t lymphocytes,1
dapsone 100 mg,1
daily syndromic surveillance,1
dapansutrile capsules,1
dapagliflozin 10 mg,1
dapagliflozin,1
danoprevir+ritonavir,1
dalteparin,1
dalcetrapib,1
daily vitamin d3,1
daily room disinfection,1
"d-beta-hydroxybutyrate-(r)-1,3 butanediol monoester",1
daily placebo,1
daily monitoring,1
daily coping toolkit,1
daclatasvir 60 mg,1
daad compound,1
"d-dimer,cbc.esr,crp,",1
d-dimer test,1
covid-19 swab pcr test,1
covid-19 swab,1
covid-19 standard care,1
conventional management of patients,1
conventional vaccine,1
conventional therapy first,1
conventional physical therapy,1
conventional oxygen,1
conventional n95 respirator,1
"conventional medicines (oxygen therapy, alfa interferon via aerosol inhalation, and lopinavir/ritonavir) and traditional chinese medicines (tcms) granules",1
"conventional medicines (oxygen therapy, alfa interferon via aerosol inhalation, and lopinavir/ritonavir)",1
conventional (low flow) oxygen delivery via nasal cannula,1
copan swabbing and blood sample collection,1
conventional,1
convenient scheduling link,1
convalesscent plasma,1
convalescent serum,1
convalescent sars covid-19 plasma,1
convalescent plasma with antibody against sars-cov-2.,1
convalescent plasma treatment,1
convp,1
coping strategies video,1
convalescent plasma infusion,1
coronavirus disease 2019,1
corticosteroids and derivatives,1
corticosteroid with or without colchicine,1
corticosteroid nasal irrigation,1
corticosteroid injection,1
corticosteroid alone,1
corsodyl® alcohol free -0.2 % chlorhexidine digluconate,1
coronovac,1
"coronavirus anxiety scale , covid-19 phobia scale",1
cor-101,1
coronavac vaccine,1
coronacidetm covid-19 igm/igg rapid test and premier biotech covid-19 igm/igg rapid test,1
coronacheck device,1
coromec registry with ecl-19,1
corn oil (placebo),1
core warming,1
cordio app,1
convalescent plasma of patients with covid-19,1
convalescent plasma from recovered covid 19 donor,1
covid-19 specific t cell derived exosomes (cstc-exo),1
continuous glucose monitor (cgm),1
contrast-enhanced cmr,1
continuous vital sign monitoring - isansys patient status engine,1
continuous renal replacement therapy,1
continuous positive airway pressure (cpap) treatment,1
continuous positive airway pressure (cpap) therapy using oxyjet,1
continuous positive airway pressure,1
"continuous glucose monitoring (cgm, dexcom g6)",1
continuous exercise training,1
control (albumin 5%),1
continuous blind glucose measurement device (free style pro),1
continuation of arb/acei,1
continuation of acei/arb,1
contain covid anxiety ssi,1
consultation,1
connor-davidson resilience scale 10 items (cd-risc 10),1
connected devices measurements,1
contrast-enhanced mri,1
control arm,1
convalescent plasma as therapy for covid-19 patients,1
control swab,1
convalescent plasma application to sars-cov-2 infected patients,1
convalescent plasma 2 units,1
convalescent plasma 1 unit,1
convalescent immune plasma,1
convalescent anti-sars-cov-2 plasma,1
controls,1
control test,1
control period,1
control blend,1
control patients,1
control message,1
control intervention,1
control group quality of life assessment,1
control group - waiting list,1
control group (standard hospital treatment),1
"control group (pharmacotherapy and/or psychotherapy, n=10)",1
corvax,1
cosh self-help smoking cessation booklet,1
cospherunate/azythromycine,1
covid-19 diagnostic and assessment tests,1
covid-19 group (group i),1
covid-19 group,1
covid-19 facility,1
covid-19 experience surveys,1
covid-19 e-package: psychological wellbeing for healthcare workers,1
covid-19 diagnostic test,1
covid-19 diagnostic pcr,1
covid-19 convalscent plasma,1
"covid-19 igg/igm rapid test cassette test (healgen scientific, houston, texas, usa)",1
covid-19 convalescent plasma treatment,1
covid-19 convalescent plasma (ccp) plus standard of care (soc),1
covid-19 convalescent plasma (ccp),1
covid-19 convalescent hyperimmune plasma,1
covid-19 breastfeeding support,1
covid-19 barrier box,1
"covid-19 antigen/antibody rapid testing, mobile device image capture and telemedicine support",1
"covid-19 igg / igm rapid test (whole blood, serum, plasma)",1
"covid-19 inactive vaccine, recombinant human adenovirus serotype number 26, mrna vaccine",1
cospherunate/phytomedicine/azythromycien,1
covid-19 positive,1
covid-19 serology igg,1
covid-19 sars-cov igg/igm antibody rapid test,1
covid-19 rt-pcr test,1
covid-19 related health warning leaflet,1
covid-19 presto test,1
covid-19 positive via testing,1
covid-19 positive pregnant women,1
covid-19 pneumonia,1
covid-19 infection status,1
covid-19 pcr swab,1
covid-19 pcr and serology testing,1
covid-19 pcr and serology,1
"covid-19 pcr , igm",1
covid-19 pcr,1
covid-19 nasal/pharyngeal swab,1
covid-19 monitoring using wearable sensors and smartphone technology,1
"covid-19 antigen and antibody tests, and influenza rapid test",1
covid-19 antibody testing (igg and igm),1
covid-19 antibody testing,1
covend24,1
covid 19 diagnostic test,1
covid 19 convalescent plasma,1
covicu,1
covi-vac,1
covi-guard,1
coverall personal protective equipment (ppe-c) suit,1
covepit (ose13e),1
covaxin,1
covid-19 antibody test,1
covax-19™,1
covax facts,1
covac-2,1
cov-scan rapid covid-19 antigen test,1
"couple hopes guided, internet-delivered, self-help intervention",1
cost-benefit frame,1
cost,1
covid 19 diagnostic test by pcr,1
covid 19 impact,1
covid 19 on pregnancy outcomes,1
covid 19 self-questionnaire,1
covid-19 antibody point of care test kit,1
covid-19 antibodies testing,1
covid-19 androgen sensitivity test (covast),1
covid-19 and intensive care,1
covid-19 + patients,1
covid wheld,1
covid watch,1
covid visitation restrictions,1
covid vaccines,1
covid rehabilitation program for the elderly (core),1
covid rehab formula granules,1
covid positive via testing,1
covid icu containment measures,1
covid detect,1
covid 19 serology,1
brac's business-as-usual,1
bovine lipid extract surfactant,1
mf59 adjuvanted sars-cov-2 sclamp vaccine 15mcg,1
alanine,1
alexa amazon,1
aldesleukin,1
alcohol-based hand sanitizer,1
alcohol mouthwash (listerine) (d) mouth rinse with the solution provided,1
alcohol based hand sanitizer,1
albuterol sulfate (nebulizer),1
albuterol sulfate (mdi),1
aks-452,1
all treatment about covid-2019,1
akl-t01,1
ak119,1
airway pressure release ventilation,1
airway management during sedation or general anesthesia,1
airwave oscillometry,1
airgo respiratory monitor,1
airflo2,1
alisporivir,1
allogeneic and expanded adipose tissue-derived mesenchymal stem cells,1
agent-797,1
"alpha-interferon alpha, abidol, ribavirin, buzhong yiqi plus and minus formula, huhuang detoxicity paste, baimu qingre jiedu paste, fumigation/inhalation of vitamin c",1
alveolar recruitment,1
alvelestat,1
alternate nostril breathing,1
alteplase,1
alpha1-proteinase inhibitor,1
"alpha-interferon, abidol, ribavirin, buzhong yiqi plus and minus formula, huhuang detoxicity paste, baimu qingre jiedu paste and high-dose vitamin c treatment",1
"alpha-interferon, abidol, ribavirin, buzhong yiqi plus and minus formula, huhuang detoxicity paste, baimu qingre jiedu paste and 5% glucose",1
alpha one antitrypsin inhalation,1
allogeneic and expanded adipose tissue-derived mesenchymal stromal cells,1
almitrine,1
allostim,1
allogenic pooled olfactory mucosa-derived mesenchymal stem cells,1
allogeneic wharton's jelly-mscs (wj-msc),1
allogeneic nk transfer,1
allogeneic mesenchymal stem cell,1
allogeneic human dental pulp stem cells (bsh btc & utooth btc),1
ai model,1
after-each-case room disinfection,1
amantadine,1
adenosine,1
administration of equine immunoglobulin anti sars-cov-2,1
adm03820,1
adjuvanted sars-cov-2 subunit vaccine (acov2),1
adjunctive therapies,1
adipose tissue,1
adimrsc-2f,1
adenovirus type-5 vectored covid-19 vaccine,1
additional ct acquisition,1
adsorbed sars-cov-2 (inactivated) vaccine,1
additional blood tubes,1
additional and minimal collection of products of the human body carried out during a sample for standard of care,1
adcovid,1
adcld-cov19,1
adapt-232 oral solution,1
adam sensor,1
adalimumab,1
admission to icu for covid-19,1
advance care planning video,1
after covid-19 pandemic,1
aerosolized 13 cis retinoic acid plus inhalation administration by nebulization captopril 25mg,1
african american sender in informational videos.,1
african american sender acknowledgement,1
aerosolized isotretinoin plus tamoxifen,1
aerosolized dnase,1
aerosolized all-trans retinoic acid plus oral tamoxifen,1
aerosolized all trans retinoic acid,1
aerosolized 13 cis retinoic acid plus inhalation inhaled testosterone,1
aerosolized 13 cis retinoic acid in combination with spike protein based vaccine,1
advance care planning video and conversation,1
aerosol-reducing mask,1
aerosol box (splashguard),1
aerolized hydroxychloroquine sulfate,1
aerobic training,1
aerobic exercises,1
aerobic exercise therapy,1
adx-629,1
ama acknowledgement drug pricing,1
amantadine hydrochloride,1
acupuncture and standard care,1
anti-sars-cov-2 igt seropositivity,1
antibiotics,1
antibiotic,1
anti-spike sars-cov-2 igg,1
anti-sars-cov2 serological controls and serum neutralization,1
anti-sars-cov-2 plasma,1
anti-sars-cov-2 immunoglobulin,1
anti-sars-cov-2 igy,1
anti-sars-cov-2 equine immunoglobulin fragments (inosars),1
antibody test (sars-cov2),1
anti-sars-cov-2 antibody testing,1
anti-sars-cov-2,1
anti-covid-19 human immunoglobulin,1
anti-covid test,1
anti-coronavirus antibodies (immunoglobulins)obtained with dfpp from convalescent patients,1
anti-coronavirus antibodies (immunoglobulins) obtained with dfpp form convalescent patients,1
anti-cd14,1
antibodies testing,1
antibody testing,1
anti sars-cov-2 equine hyperimmune serum,1
antioxidation therapy,1
anxiety and depression assessment,1
anxiety,1
antroquinonol,1
antiviral agents,1
antithrombotic therapy (anticoagulant and/or antiplatelet) before admission for covid19,1
antithrombin + best available treatment,1
antisars-cov-2 serum,1
antimicrobial stewardship prospective audit and feedback,1
antibody testing for sars-cov-2 igg,1
antihypertensive agents,1
antigen detection test,1
antidiabetic treatment,1
anticoagulation agents (edoxaban and/or high dose lmwh),1
anticoagulant therapy,1
antibody-rich plasma from covid-19 recovered patients,1
antibody titration,1
anti- sars-cov-2 plasma,1
anti sars-cov 2 convalescent plasma in severe covid-19 patients,1
amh sampling,1
an69-standard,1
anakinra plus osoc,1
anakinra and ruxolitinib (overcome stage 3),1
anakinra and ruxolitinib (advanced stage 3),1
anakinra alone (stages 2b/3),1
anakinra 149 mg/ml prefilled syringe [kineret],1
anakinra 100mg/0.67ml inj syringe,1
anakinra +/- ruxolitinib (stages 2b/3),1
an69-oxiris,1
analog scale,1
an auto-questionnaire comprising three psychometric scales,1
amy-101,1
amoxicillin/clavulanate,1
amoxicillin-clavulanate,1
amor 18 powder & inhalation,1
amlodipine,1
amiodarone,1
anakinra prefilled syringe,1
"analogs, prostaglandin e1",1
anti sars-cov 2 convalescent plasma in critical covid-19 patients,1
angiotensin receptor blocker,1
anti covid19 igg antibodies,1
anti covid 19 intravenous immunoglobulin (c-ivig),1
anonymous survey,1
anne one,1
anluohuaxian,1
angiotensin-converting enzyme inhibitors (ace-i) and angiotensin ii receptor blockers (arb),1
angiotensin receptor blockers,1
angiotensin ii receptor blockers,1
analysis of blood samples,1
angiotensin ii,1
angiography scanner,1
anger message,1
anesthesia management,1
anatolian propolis,1
"analysis of cytokine response, innate and adaptive immune response, complement activation, and serum neurofilaments as a marker of neurological damage.",1
analysis of cell-mediated and antibody-mediated immunity to sars-cov-2 virus,1
ad5-ncov,1
activity list,1
bovhyaluronidase azoxymer,1
20-valent pneumococcal conjugate vaccine (20vpnc),1
25-oh cholecalciferol,1
25 µg spfn_1b-06-pl + alfq (qs21 adjuvant),1
25 post non-icu patients,1
25 post icu-patients,1
24 hour holter ecg,1
2019-ncov pcr,1
2019-ncov igg/igm rapid test cassette,1
20% adoption rate,1
2: continuation of ras blocker therapy,1
20 mg prednisone for 14 days,1
2 post-mortem transcutaneous lung biopsies (1 anterior ; 1 posterior) using anatomical landmarks,1
2 doses of vaccine,1
1: usual practice,1
1: prone positioning,1
1: naproxen,1
1: ilt101,1
27% ethanol plus essential oils,1
2: no instruction regarding positioning,1
18f-αvβ6-bp,1
"35 ml blood, 5 tubes lithium heparinate at each time (cured patients)",1
40ml blood sample,1
40-steps-test,1
40% adoption rate,1
4-week intervention,1
38-questions questionnaire,1
38 questions questionnaire,1
"35 ml blood, 5 tubes lithium heparinate at each time (hospitalized patients )",1
30 µg cov2 sam (lnp),1
2: placebo comparator,1
"3-doses schedule 3 of covid-19 vaccine (vero cell), inactivated",1
"3-doses schedule 2 of covid-19 vaccine (vero cell), inactivated",1
"3-doses schedule 1 of covid-19 vaccine (vero cell), inactivated",1
3-dayivm 200 mcg/kg/day/14-day 75mgasa/day + standard of care (intervention 1),1
3 µg cov2 sam (lnp),1
2: usual practice + symbicort rapihaler,1
2: standard of care,1
1: discontinuation of ras blocker therapy,1
18f-fdg pet-ct,1
5 blood samples,1
0.075% cetylpyridinium chloride,1
0.5% povidone/iodine oral/nasal rinse,1
0.5% povidone iodine,1
0.12% chlorhexidine oral/nasal rinse,1
0.12% chlorhexidine gluconate mouth rinse,1
0.12% chlorhexidine gluconate,1
0.1% sodium hypochlorite,1
0.075% cetylpyridinium chloride (cpc),1
0.07% cetylpyridinium chloride (cpc) in mouthwash,1
0.6% pvp-i oral and nasal spray to asymptomatic to mild covid-19 patient having multiple comorbidity,1
"0, 28 day schedule",1
"0, 112 day schedule",1
0% adoption rate,1
- synthetic anti-malarial drugs,1
(standard of care) soc,1
"""vernonia amygdalina""",1
"""sham""-block with placebo (isotone nacl)",1
0.5% w/v povidone-iodide,1
0.6% pvp-i oral and nasal spray to healthy volunteer,1
150 ppm nitric oxide delivered through lungfit delivery system,1
1% hydrogen peroxide,1
13 cis retinoic acid doses orally in combination with spike protein based vaccine,1
10% povidone-iodine nasal decolonization swab plus 0.12% chg oral rinse,1
10 µg cov2 sam (lnp),1
1.5% w/v hydrogen peroxide,1
1.5% hydrogen peroxide (h2o2),1
1. characterize the immune response after infection with sars-cov-2,1
1% povidone iodine (pvp-i),1
1 µg cov2 sam (lnp),1
0.6% pvp-i oral and nasal spray to moderately ill covid-19 positive patient,1
1 minute sit to stand test,1
0.9%nacl,1
0.9% sodium-chloride,1
0.9% sodium chloride (normal saline),1
0.9% sodium chloride,1
0.9% normal saline,1
0.9% (w/v) saline,1
4plants/azythromycin,1
5 times sit to stand test,1
activity,1
abx464,1
accuchek inform ii platform,1
acceptance and commitment therapy (act) exercises,1
acalabrutinib treatment d,1
acalabrutinib treatment c,1
acalabrutinib treatment b,1
acalabrutinib treatment a,1
acacia senegal,1
abpm,1
"ace inhibitor, angiotensin receptor blocker",1
abncov2 vaccine,1
abivertinib,1
abidol hydrochloride combined with interferon atomization,1
abdominal ultrasound,1
abbv-47d11,1
abbv-2b04,1
abbc1 immunoessential,1
accuracy of cad4tb and afinion crp assay for pulmonary tb,1
ace inhibitors and calcium channel blockers,1
aat( alpha 1 antitrypsin),1
act-20-msc,1
active placebo,1
active pbmt/smf,1
active covid-19 disease,1
active control:healthy living,1
active comparator: self-care group,1
active comparator,1
actigraphy,1
act-20-cm,1
acei,1
act,1
"acp educator led, video assisted discussion",1
acp decisions video program,1
acknowledgement racial injustice ama,1
acetyl l-carnitine,1
aceis,1
acei/arb,1
aaz covid-19 rapid test,1
a vignette intervention,1
5-ala-phosphate + sfc (5-ala + sfc),1
60% adoption rate,1
[18f]fp-r01-mg-f2,1
[18f]feppa pet scan,1
[18f]f-arag (2'-deoxy-2'-fluoro-9-β-d-arabinofuranosylguanine),1
[11c]sl25.1188 pet scan,1
99mtc-pertechnetate,1
80% adoption rate,1
80 ppm nitric oxide delivered through lungfit delivery system,1
6-min-walk without mask,1
[89zr]df-iab22m2c pet/ct scan,1
6-min-walk surgical mask,1
6-min-walk fpp2,1
6 point likert scale,1
6 minutes walk test,1
50 µg spfn_1b-06-pl + alfq (qs21 adjuvant),1
5-week prevention program,1
5-ala-phosphate + sfc (5-ala+sfc),1
[68ga]ga-dota-(rgd)2 pet/ct,1
[timp-2]*[igfbp-7],1
a survey of 60 questions was created through the internet-based 'google forms surveys' site.,1
"a middle-dose recombinant covid-19 vaccine (cho cell) (18-59 years) at the schedule of day 0, 28, 56",1
a survey form was applied to individuals included in the study face-to-face.,1
a survey,1
a specifically designed self-administered questionnaire,1
a short video intervention,1
a questionnaire or scales,1
a questionnaire and scales.,1
"a middle-dose recombinant covid-19 vaccine (cho cell) (60-85 years) at the schedule of day 0, 28, 56",1
"a middle-dose placebo (60-85 years) at the schedule of day 0, 28, 56",1
a $10 survey incentive,1
"a middle-dose placebo (18-59 years) at the schedule of day 0, 28, 56",1
