NCTId,StudyFirstSubmitDate,StartDate,StartDateType,InterventionType,InterventionName,InterventionOtherNameList
NCT04923386,"June 6, 2021","June 15, 2021",Anticipated,Other,None (not interventional),
NCT04587414,"September 8, 2020","March 6, 2019",Actual,Behavioral,eHealth +counselling contacts,
NCT04587414,"September 8, 2020","March 6, 2019",Actual,Behavioral,eHealth,
NCT04587414,"September 8, 2020","March 6, 2019",Actual,Behavioral,Usual care,
NCT04748172,"February 6, 2021","February 1, 2021",Actual,Biological,SARS-CoV-2 virus vaccines,
NCT04748172,"February 6, 2021","February 1, 2021",Actual,Diagnostic Test,AMH sampling,
NCT04322487,"March 23, 2020","April 8, 2020",Actual,Diagnostic Test,Lung ultrasound,
NCT04406571,"May 27, 2020","April 1, 2020",Actual,Other,Data record,
NCT04715438,"January 11, 2021","January 8, 2021",Actual,Biological,mRNA-1273 SARS-CoV-2 vaccine from Moderna,
NCT04546581,"September 8, 2020","October 8, 2020",Actual,Biological,Hyperimmune immunoglobulin to SARS-CoV-2 (hIVIG),
NCT04546581,"September 8, 2020","October 8, 2020",Actual,Other,Placebo,
NCT04546581,"September 8, 2020","October 8, 2020",Actual,Drug,Remdesivir,
NCT04626050,"November 10, 2020",May 2021,Anticipated,Behavioral,Medical Music,
NCT04626050,"November 10, 2020",May 2021,Anticipated,Behavioral,Narrative Writing,
NCT04626050,"November 10, 2020",May 2021,Anticipated,Behavioral,Prolonged Exposure Therapy,
NCT04626050,"November 10, 2020",May 2021,Anticipated,Behavioral,Interpersonal Psychotherapy,
NCT04597775,"October 18, 2020","October 27, 2020",Anticipated,Drug,hydroxychloroquine,plaquenil
NCT04732702,"January 28, 2021","October 29, 2020",Actual,Other,no intervention,
NCT04844489,"April 2, 2021","April 16, 2021",Actual,Other,Blood samples for the study of the humoral response to SARS-CoV-2 variants and of the cellular response after vaccination against COVID-19,
NCT04377776,"May 5, 2020","May 4, 2020",Actual,Other,Practice details,
NCT04761874,"February 15, 2021","December 1, 2019",Actual,Other,Telestroke,
NCT04393792,"May 18, 2020",May 2020,Anticipated,Drug,Povidone-Iodine,Videne Antiseptic Solution
NCT04393792,"May 18, 2020",May 2020,Anticipated,Drug,Normal saline,
NCT04570202,"September 28, 2020","November 20, 2020",Actual,Behavioral,EMDR,
NCT04799977,"February 15, 2021","October 1, 2020",Actual,,,
NCT04661540,"December 4, 2020","March 2, 2021",Actual,Drug,CM4620-IE (Injectable Emulsion),Auxora
NCT04661540,"December 4, 2020","March 2, 2021",Actual,Drug,Placebo,
NCT04345614,"April 7, 2020","April 8, 2020",Actual,Drug,Auxora,CM4620-Injectable Emulsion (IE)
NCT04345614,"April 7, 2020","April 8, 2020",Actual,Drug,Placebo,Placebo-Injectable Emulsion
NCT04490200,"July 19, 2020","March 1, 2021",Actual,Device,VESTA respirator,
NCT04490200,"July 19, 2020","March 1, 2021",Actual,Device,Conventional N95 respirator,
NCT04500366,"July 31, 2020","August 26, 2020",Actual,Behavioral,Socialization,
NCT04500366,"July 31, 2020","August 26, 2020",Actual,Behavioral,Virtual Group Exercise,
NCT04500366,"July 31, 2020","August 26, 2020",Actual,Combination Product,Nutrition Consult and Protein Supplementation,
NCT04500366,"July 31, 2020","August 26, 2020",Actual,Behavioral,Medication Review,
NCT04823988,"March 30, 2021","June 21, 2021",Anticipated,,,
NCT04569266,"September 10, 2020","August 7, 2020",Actual,Other,specific exercise rehabilitation treatment,
NCT04511949,"August 12, 2020","July 12, 2020",Actual,Diagnostic Test,"COVID-19 IgG / IgM rapid test (whole blood, serum, plasma)",
NCT04371419,"April 28, 2020","May 13, 2020",Actual,Behavioral,Messaging,
NCT04594278,"October 18, 2020",November 2021,Anticipated,Behavioral,Mindfulness Based Intervention,
NCT04387968,"May 12, 2020","August 24, 2020",Actual,Diagnostic Test,Covid-19 presto test,Covid-19 viro
NCT04847596,"April 14, 2021","May 31, 2021",Anticipated,Other,Ofatumumab,
NCT04847596,"April 14, 2021","May 31, 2021",Anticipated,Other,Covid-19 vaccine,
NCT04365608,"April 24, 2020","March 20, 2020",Actual,Procedure,Direct laryngoscopy,MAC
NCT04365608,"April 24, 2020","March 20, 2020",Actual,Procedure,Vie Scope laryngoscopy,VCE
NCT04366921,"April 17, 2020","April 10, 2020",Actual,,,
NCT04449276,"June 18, 2020","June 18, 2020",Actual,Biological,CVnCoV Vaccine,CV07050101
NCT04449276,"June 18, 2020","June 18, 2020",Actual,Drug,Placebo,
NCT04604769,"April 27, 2020","June 26, 2019",Actual,,,
NCT04594395,"October 17, 2020","June 21, 2021",Anticipated,,,
NCT04288713,"February 27, 2020",,,Drug,Eculizumab,
NCT04602481,"October 23, 2020","May 31, 2020",Actual,,,
NCT04453839,"June 27, 2020",,,Drug,ZYESAMI (aviptadil acetate),
NCT04358783,"April 21, 2020","April 27, 2020",Actual,Biological,Plasma,
NCT04358783,"April 21, 2020","April 27, 2020",Actual,Other,Best Available Therapy,
NCT04501432,"July 29, 2020","July 14, 2020",Actual,Other,No intervention,
NCT04615416,"October 26, 2020","May 1, 2020",Actual,Behavioral,Emotion Regulation Training via Telehealth,Emotion Regulation Therapy (ERT)
NCT04379544,"May 4, 2020","April 23, 2020",Actual,Other,Observation only,
NCT04659746,"December 7, 2020","December 9, 2020",Actual,Device,MejoraCare,
NCT04426318,"June 9, 2020","June 14, 2020",Actual,Behavioral,Healthy Minds Program Foundations Training,meditation|mindfulness
NCT04460027,"July 1, 2020","June 22, 2020",Actual,Other,Woebot Substance Use Disorder,
NCT02735707,"December 11, 2015","April 11, 2016",Actual,Drug,Fixed-duration Hydrocortisone,
NCT02735707,"December 11, 2015","April 11, 2016",Actual,Drug,Shock-dependent hydrocortisone,
NCT02735707,"December 11, 2015","April 11, 2016",Actual,Drug,Ceftriaxone,
NCT02735707,"December 11, 2015","April 11, 2016",Actual,Drug,Moxifloxacin or Levofloxacin,
NCT02735707,"December 11, 2015","April 11, 2016",Actual,Drug,Piperacillin-tazobactam,
NCT02735707,"December 11, 2015","April 11, 2016",Actual,Drug,Ceftaroline,
NCT02735707,"December 11, 2015","April 11, 2016",Actual,Drug,Amoxicillin-clavulanate,
NCT02735707,"December 11, 2015","April 11, 2016",Actual,Drug,Macrolide administered for 3-5 days,Standard course macrolide
NCT02735707,"December 11, 2015","April 11, 2016",Actual,Drug,Macrolide administered for up to 14 days,Extended course macrolide
NCT02735707,"December 11, 2015","April 11, 2016",Actual,Drug,Five-days oseltamivir,
NCT02735707,"December 11, 2015","April 11, 2016",Actual,Drug,Ten-days oseltamivir,
NCT02735707,"December 11, 2015","April 11, 2016",Actual,Drug,Lopinavir/ritonavir,Kaletra
NCT02735707,"December 11, 2015","April 11, 2016",Actual,Drug,Hydroxychloroquine,
NCT02735707,"December 11, 2015","April 11, 2016",Actual,Drug,Hydroxychloroquine + lopinavir/ritonavir,
NCT02735707,"December 11, 2015","April 11, 2016",Actual,Drug,Interferon-β1a,IFN-β1a
NCT02735707,"December 11, 2015","April 11, 2016",Actual,Drug,Anakinra,Interleukin-1 receptor antagonist (IL-1Ra)
NCT02735707,"December 11, 2015","April 11, 2016",Actual,Drug,Fixed-duration higher dose Hydrocortisone,
NCT02735707,"December 11, 2015","April 11, 2016",Actual,Drug,Tocilizumab,
NCT02735707,"December 11, 2015","April 11, 2016",Actual,Drug,Sarilumab,
NCT02735707,"December 11, 2015","April 11, 2016",Actual,Drug,Vitamin C,
NCT02735707,"December 11, 2015","April 11, 2016",Actual,Drug,Therapeutic anticoagulation,
NCT02735707,"December 11, 2015","April 11, 2016",Actual,Drug,Simvastatin,
NCT02735707,"December 11, 2015","April 11, 2016",Actual,Biological,Convalescent plasma,
NCT02735707,"December 11, 2015","April 11, 2016",Actual,Other,Protocolised mechanical ventilation strategy,
NCT02735707,"December 11, 2015","April 11, 2016",Actual,Drug,Eritoran,
NCT02735707,"December 11, 2015","April 11, 2016",Actual,Drug,Apremilast,
NCT02735707,"December 11, 2015","April 11, 2016",Actual,Drug,Aspirin,acetylsalicylic acid
NCT02735707,"December 11, 2015","April 11, 2016",Actual,Drug,Clopidogrel,
NCT02735707,"December 11, 2015","April 11, 2016",Actual,Drug,Prasugrel,
NCT02735707,"December 11, 2015","April 11, 2016",Actual,Drug,Ticagrelor,
NCT04390126,"May 14, 2020","April 20, 2020",Actual,Other,life questionnaires,
NCT04390126,"May 14, 2020","April 20, 2020",Actual,Other,questionnaire,
NCT04443361,"June 19, 2020","June 22, 2020",Anticipated,,,
NCT04388605,"May 7, 2020","April 21, 2020",Actual,,,
NCT04758039,"February 15, 2021","March 13, 2020",Actual,,,
NCT04896983,"May 12, 2021",June 2021,Anticipated,,,
NCT04416919,"May 13, 2020","May 20, 2020",Actual,Other,Assembled mask,
NCT04928911,"June 14, 2021",June 2021,Anticipated,Biological,COVID-19 vaccine,
NCT04529421,"August 25, 2020","September 4, 2020",Actual,Behavioral,Online instruction,
NCT04529421,"August 25, 2020","September 4, 2020",Actual,Behavioral,In-person instruction,
NCT04383730,"May 8, 2020","June 26, 2020",Actual,Drug,Intravenous sedation,
NCT04383730,"May 8, 2020","June 26, 2020",Actual,Drug,Inhaled sedation,
NCT04385797,"May 7, 2020","May 4, 2020",Actual,Other,Telephone interview,
NCT04712292,"January 13, 2021","September 8, 2020",Actual,Procedure,Surgical procedure for cancer,
NCT04873128,"April 30, 2021","June 10, 2021",Actual,Genetic,Multi-OMICS,
NCT04369690,"April 20, 2020","April 3, 2020",Actual,,,
NCT04706325,"January 11, 2021","January 1, 2021",Anticipated,Other,ACUTE KIDNEY INJURY,
NCT04475081,"July 14, 2020","August 17, 2020",Anticipated,Biological,MMR vaccine,
NCT04859023,"April 22, 2021","February 22, 2021",Actual,Diagnostic Test,saliva sample combined to an anterior nare self-swabbing (Self-samples),
NCT04859023,"April 22, 2021","February 22, 2021",Actual,Diagnostic Test,saliva sample (Self-sample),
NCT04859023,"April 22, 2021","February 22, 2021",Actual,Other,Survey of SARS-COV-19 knowledge,
NCT04859023,"April 22, 2021","February 22, 2021",Actual,Other,Survey of acceptability of the different self-samples.,
NCT04544072,"August 15, 2020","May 1, 2020",Actual,,,
NCT04672590,"December 9, 2020",January 2021,Anticipated,Other,Primary exposure is hypoxia (no intervention),
NCT04900467,"May 21, 2021","May 28, 2021",Actual,Biological,Pfizer,
NCT04900467,"May 21, 2021","May 28, 2021",Actual,Biological,Moderna,
NCT04542915,"September 8, 2020","September 29, 2020",Actual,Other,No intervention,
NCT04893512,"May 14, 2021","June 7, 2021",Anticipated,Drug,Orally Suspension of CoV2-OGEN1,
NCT04486404,"July 23, 2020","April 1, 2020",Actual,Other,Online survey,
NCT04321174,"March 18, 2020","April 17, 2020",Actual,Drug,Lopinavir/ritonavir,Kaletra|Aluvia
NCT04324463,"March 25, 2020","April 21, 2020",Actual,Drug,Colchicine,
NCT04324463,"March 25, 2020","April 21, 2020",Actual,Drug,Interferon-Beta,
NCT04324463,"March 25, 2020","April 21, 2020",Actual,Drug,Aspirin,
NCT04324463,"March 25, 2020","April 21, 2020",Actual,Drug,Rivaroxaban,
NCT04370210,"April 29, 2020","May 4, 2020",Actual,Behavioral,Questionnaires,
NCT04374097,"May 2, 2020","March 31, 2020",Actual,,,
NCT04435327,"June 12, 2020","August 17, 2020",Actual,,,
NCT04869202,"April 29, 2021","December 1, 2020",Actual,Diagnostic Test,COVID-19 test,
NCT04878211,"May 3, 2021","May 31, 2021",Anticipated,Drug,Ofatumumab,
NCT04878211,"May 3, 2021","May 31, 2021",Anticipated,Biological,mRNA COVID-19 vaccine,
NCT04878211,"May 3, 2021","May 31, 2021",Anticipated,Drug,interferon or glatiramer acetate,
NCT04371848,"April 22, 2020","April 16, 2020",Actual,,,
NCT04427631,"June 3, 2020","June 22, 2020",Anticipated,Device,Bone conduction headphones,Hear Glue ear app (software application)
NCT04377074,"May 4, 2020","March 31, 2020",Actual,,,
NCT04887116,"May 13, 2021",July 2021,Anticipated,Behavioral,Virtual Reality Exposure Therapy,
NCT04542122,"August 31, 2020","September 3, 2020",Anticipated,Behavioral,Choices and judgements,
NCT04363593,"April 24, 2020","May 4, 2020",Actual,Biological,Serological test,
NCT04363593,"April 24, 2020","May 4, 2020",Actual,Biological,Serum test,
NCT04693052,"December 28, 2020","December 10, 2020",Actual,Other,No interventions,
NCT04433286,"June 10, 2020","June 15, 2020",Anticipated,Other,Questionnaire,
NCT04736680,"February 1, 2021","March 1, 2021",Anticipated,,,
NCT04361019,"April 22, 2020","April 16, 2020",Actual,Other,On-Line Survey,
NCT04370938,"April 29, 2020","April 29, 2020",Actual,Behavioral,Coping strategies video,
NCT04418609,"May 28, 2020","May 1, 2020",Actual,Other,further processing of health data,further processing of biological materials and health related personal data
NCT04858789,"April 22, 2021",June 2021,Anticipated,Behavioral,Culturally Adapted Cognitive Behavioral Intervention (CA-CBI),
NCT04381000,"May 7, 2020","April 1, 2020",Actual,Other,Exercise Group,
NCT04474080,"July 8, 2020","January 15, 2021",Anticipated,Behavioral,Virtual Peer Support Platform,
NCT04474080,"July 8, 2020","January 15, 2021",Anticipated,Behavioral,Control Period,
NCT04368975,"April 27, 2020","March 12, 2020",Actual,,,
NCT04563065,"September 19, 2020","August 1, 2020",Actual,Other,Exercise program,
NCT04563065,"September 19, 2020","August 1, 2020",Actual,Other,Healthy lifestyle advise,
NCT04793997,"February 28, 2021","February 1, 2021",Actual,Biological,Microbiome spray,
NCT04793997,"February 28, 2021","February 1, 2021",Actual,Biological,Placebo spray,
NCT04686409,"December 22, 2020","January 11, 2021",Anticipated,Biological,COVID-19 vaccines,
NCT04340219,"March 31, 2020","March 30, 2020",Actual,Other,Survey administration,
NCT04806074,"March 17, 2021","August 14, 2020",Actual,Behavioral,Experimental Group,
NCT04806074,"March 17, 2021","August 14, 2020",Actual,Behavioral,Comparison Group,
NCT04389320,"May 11, 2020","March 15, 2020",Actual,Drug,Hydroxychloroquine,
NCT04583319,"September 30, 2020",October 2020,Anticipated,Diagnostic Test,EasyCov POC,
NCT04497415,"August 2, 2020","October 21, 2020",Anticipated,Other,Video-Based intervention,
NCT04723576,"January 14, 2021","December 3, 2020",Actual,Behavioral,Stress First Aid,
NCT04715815,"January 15, 2021",February 2021,Anticipated,Other,No intervention (only interview),
NCT04397575,"May 13, 2020","April 3, 2020",Actual,,,
NCT04872686,"April 26, 2021","April 10, 2021",Actual,Drug,0.6% PVP-I oral and nasal spray to moderately ill COVID-19 positive patient,Group A
NCT04872686,"April 26, 2021","April 10, 2021",Actual,Drug,0.6% PVP-I Oral and nasal spray to asymptomatic to mild COVID-19 patient having multiple comorbidity,Group B
NCT04872686,"April 26, 2021","April 10, 2021",Actual,Drug,0.6% PVP-I Oral and nasal spray to healthy volunteer,Group C
NCT04872686,"April 26, 2021","April 10, 2021",Actual,Other,Oral and nasal spray by distilled water to control group,Control Group
NCT04484207,"July 21, 2020","July 6, 2020",Actual,Other,A short video intervention,
NCT04484207,"July 21, 2020","July 6, 2020",Actual,Other,A vignette intervention,
NCT04377412,"May 2, 2020","May 1, 2020",Actual,Other,Pandemic control measures,
NCT04409951,"May 22, 2020",November 2020,Anticipated,,,
NCT04335747,"April 3, 2020","April 23, 2020",Actual,Other,COVID-19 infection,
NCT04479332,"July 16, 2020","August 1, 2020",Anticipated,Procedure,Tracheal intubation and cardiopulmonary resuscitation,
NCT04615195,"November 3, 2020","June 10, 2020",Actual,Other,cries 13 questionnaire,
NCT04839315,"April 5, 2021","February 15, 2021",Actual,Biological,mRNA COVD19 vaccine,
NCT04374474,"April 29, 2020","January 10, 2021",Anticipated,Other,Olfactory retraining,essential oils kit|smell training
NCT04374474,"April 29, 2020","January 10, 2021",Anticipated,Drug,corticosteroid nasal irrigation,Budesonide nasal irrigation
NCT04374474,"April 29, 2020","January 10, 2021",Anticipated,Other,smell household Items,
NCT04374474,"April 29, 2020","January 10, 2021",Anticipated,Other,Nasal Irrigation,Nasal Rinse
NCT04400279,"May 21, 2020","June 1, 2020",Actual,Behavioral,Yoga group,
NCT04400279,"May 21, 2020","June 1, 2020",Actual,Behavioral,High Intensity Interval Training group,
NCT04400279,"May 21, 2020","June 1, 2020",Actual,Behavioral,Combination,
NCT04387799,"May 13, 2020","May 13, 2020",Actual,Diagnostic Test,Serology for Covid-19,
NCT04482205,"July 21, 2020","March 16, 2020",Actual,,,
NCT04498286,"August 3, 2020","July 31, 2020",Actual,Diagnostic Test,Testing of SARS-CoV-2 antibodies,
NCT04736524,"February 1, 2021","January 15, 2021",Actual,Other,Rapid antibody test,
NCT04733846,"February 1, 2021",February 2021,Anticipated,Other,data collection,
NCT04703270,"January 7, 2021","January 4, 2021",Actual,,,
NCT04408027,"May 26, 2020","June 1, 2020",Actual,Behavioral,Virtual-Care Cognitive Behavioural Therapy,
NCT04614844,"November 2, 2020","January 6, 2021",Actual,Behavioral,Simulation Intervention,
NCT04614844,"November 2, 2020","January 6, 2021",Actual,Behavioral,Control,
NCT04739462,"February 1, 2021","February 3, 2021",Actual,Behavioral,mHealth Platform,
NCT04881396,"May 4, 2021","May 10, 2021",Anticipated,Biological,Evaluation of the immunogenicity of the vaccine in haemodialysis patients,
NCT04402905,"May 20, 2020","June 15, 2020",Actual,,,
NCT04423692,"June 7, 2020","June 1, 2020",Actual,Other,labs,Questions and counseling
NCT04772859,"February 13, 2021","February 1, 2021",Actual,Behavioral,Online Lifestyle Intervention,
NCT04772859,"February 13, 2021","February 1, 2021",Actual,Other,Control Group,
NCT04430374,"June 11, 2020","June 2, 2020",Actual,Other,No interverntion,
NCT04448405,"June 19, 2020","June 18, 2020",Actual,Behavioral,Questionnaire for evaluation of confinement on deviant sexual fantasies,
NCT04619368,"November 3, 2020","July 27, 2020",Actual,Other,Follow up calls,
NCT04782739,"February 23, 2021","March 15, 2021",Actual,Other,None - Descriptive study,
NCT04345887,"April 10, 2020","April 21, 2020",Anticipated,Drug,Spironolactone 100mg,
NCT04345887,"April 10, 2020","April 21, 2020",Anticipated,Drug,Placebo oral tablet,
NCT04320953,"March 21, 2020","March 16, 2020",Actual,Device,Non-contact MCE system,
NCT04409574,"May 28, 2020",June 2020,Anticipated,,,
NCT04780581,"February 15, 2021","February 1, 2021",Actual,Drug,Dexamethasone,Recovery
NCT04780581,"February 15, 2021","February 1, 2021",Actual,Drug,Methylprednisolone,Bolus
NCT04568551,"September 24, 2020","October 30, 2020",Actual,,,
NCT04624048,"November 8, 2020","December 4, 2020",Anticipated,Diagnostic Test,COVID-19 survey,
NCT04378738,"May 1, 2020","May 1, 2020",Actual,Behavioral,survey,
NCT04368676,"April 26, 2020","June 25, 2020",Actual,Other,Sudarshan Kriya Yoga (SKY),
NCT04368676,"April 26, 2020","June 25, 2020",Actual,Other,Health Enhancement Program,
NCT04514705,"August 11, 2020","August 11, 2020",Actual,Other,Exercise,
NCT04376515,"March 31, 2020",July 2021,Anticipated,Behavioral,HOPE intervention,
NCT04673292,"December 16, 2020","February 8, 2021",Actual,Behavioral,Fixed site standard of care testing,
NCT04673292,"December 16, 2020","February 8, 2021",Actual,Behavioral,"Community-based, mobile van testing",
NCT04673292,"December 16, 2020","February 8, 2021",Actual,Behavioral,"Self-collected, home-based testing",
NCT04837651,"March 16, 2021","March 8, 2021",Actual,Device,Elecsys semi-quantitative Anti-SARS-CoV-2 antibody test,
NCT04837651,"March 16, 2021","March 8, 2021",Actual,Device,T-Detect COVID T-cell blood test,
NCT04368312,"April 9, 2020","May 6, 2020",Actual,Other,No intervention,
NCT04414631,"May 19, 2020","August 6, 2020",Actual,Drug,Conestat alfa,
NCT04380870,"May 5, 2020","May 11, 2020",Actual,Dietary Supplement,Chinese Herbal Medicine,
NCT04334629,"April 2, 2020","May 26, 2020",Actual,Drug,Ibuprofen,Flarin
NCT03808922,"January 16, 2019","May 23, 2019",Actual,Drug,DAS181,
NCT03808922,"January 16, 2019","May 23, 2019",Actual,Drug,Placebo,
NCT03808922,"January 16, 2019","May 23, 2019",Actual,Drug,DAS181 COVID-19,
NCT03808922,"January 16, 2019","May 23, 2019",Actual,Drug,DAS181 OL,
NCT04745533,"February 4, 2021","February 15, 2021",Anticipated,Diagnostic Test,Antigen detection test,
NCT04844658,"April 12, 2021","February 17, 2021",Actual,Drug,NASAFYTOL®,
NCT04844658,"April 12, 2021","February 17, 2021",Actual,Drug,FULTIUM® -D3 800,
NCT04527432,"August 24, 2020","December 16, 2020",Actual,Other,Survey,
NCT04527432,"August 24, 2020","December 16, 2020",Actual,Diagnostic Test,SARS-CoV-2 antibody test,
NCT04604080,"October 25, 2020","November 1, 2020",Actual,Other,service of questionnaire,
NCT04877743,"May 4, 2021","May 31, 2021",Actual,Other,None (Observational study),
NCT04926571,"June 11, 2021","April 1, 2020",Actual,Drug,Dexamethasone Oral,
NCT04412343,"May 29, 2020","May 23, 2020",Actual,Behavioral,Virtual Group Intervention,
NCT04412343,"May 29, 2020","May 23, 2020",Actual,Behavioral,Personal Exercise Intervention,
NCT04748185,"February 3, 2021","January 18, 2021",Actual,,,
NCT04526912,"August 21, 2020","August 28, 2020",Actual,Drug,VIB7734,
NCT04526912,"August 21, 2020","August 28, 2020",Actual,Drug,Placebo,
NCT04583293,"October 6, 2020","December 8, 2020",Actual,Other,No intervention,
NCT04356365,"April 21, 2020","March 31, 2020",Actual,Other,Cross-sectional study investigating the association of NPIs with mental health,
NCT04356885,"April 19, 2020","April 1, 2020",Actual,,,
NCT04854408,"April 17, 2021","March 18, 2021",Actual,Other,healthcare workers with the coronavac vaccine,
NCT04553575,"September 15, 2020","September 25, 2020",Actual,Biological,serology,
NCT04368377,"April 23, 2020","April 6, 2020",Actual,Drug,Tirofiban Injection,Ibisqus|Agrastat
NCT04368377,"April 23, 2020","April 6, 2020",Actual,Drug,Clopidogrel,Plavix
NCT04368377,"April 23, 2020","April 6, 2020",Actual,Drug,Acetylsalicylic acid,Cardirene
NCT04368377,"April 23, 2020","April 6, 2020",Actual,Drug,Fondaparinux,Arixtra
NCT04694664,"November 1, 2020","October 1, 2020",Actual,Other,This is an online survey with no intervention.,
NCT04447638,"June 24, 2020","March 20, 2020",Actual,Procedure,Tracheostomy with aerosol box in COVID-19 positive patients,
NCT04444323,"June 20, 2020","October 1, 2021",Anticipated,Other,3D Telemedicine,
NCT04748614,"February 8, 2021","February 15, 2021",Anticipated,Other,Cost,
NCT04556604,"September 18, 2020","April 10, 2020",Actual,Behavioral,Educational meetings and visual prompts,
NCT04821908,"March 29, 2021",July 2021,Anticipated,,,
NCT04395885,"May 19, 2020","June 1, 2020",Actual,Other,Electronic questionnaire,
NCT04447495,"June 23, 2020","July 1, 2020",Anticipated,Diagnostic Test,iAMP test,
NCT04429477,"June 9, 2020","May 1, 2020",Actual,Device,Cerebral compliance and hemodynamics monitoring,
NCT04424836,"June 7, 2020","May 15, 2020",Actual,Device,high flow nasal cannula device,
NCT04335279,"April 1, 2020","April 9, 2020",Actual,Other,SPIN-CHAT Program,
NCT04517422,"August 16, 2020","August 19, 2020",Actual,Dietary Supplement,Probiotics,
NCT04517422,"August 16, 2020","August 19, 2020",Actual,Other,Placebo,
NCT04429828,"June 11, 2020","June 13, 2020",Anticipated,Other,COVID-19 e-package: Psychological wellbeing for healthcare workers,
NCT04471831,"July 7, 2020","July 13, 2020",Anticipated,Other,Rehabilitation exercise protocol,
NCT04442308,"June 19, 2020","June 22, 2020",Anticipated,,,
NCT04894448,"May 18, 2021","June 1, 2021",Anticipated,Biological,COVID-19 Vaccine,
NCT04431284,"June 10, 2020","June 16, 2020",Actual,Other,Questionnaires,
NCT04368026,"April 27, 2020","March 30, 2020",Actual,Other,No intervention (survey study for medical doctors).,
NCT04464486,"June 26, 2020","April 21, 2020",Actual,Other,SCH Intervention,Symptom Care at Home Intervention
NCT04727372,"January 22, 2021","January 23, 2021",Actual,Other,Questionnaire,
NCT04386460,"May 12, 2020","May 11, 2020",Actual,,,
NCT04404608,"May 23, 2020",June 2020,Anticipated,Diagnostic Test,"Complete blood picture, bone marrow aspiration cytology",
NCT04308187,"March 12, 2020","March 11, 2020",Anticipated,,,
NCT04348227,"April 10, 2020","January 1, 2019",Actual,Behavioral,Enhanced hygiene measures,
NCT04685681,"December 7, 2020","January 7, 2021",Actual,Behavioral,Hiking challenge,
NCT04685681,"December 7, 2020","January 7, 2021",Actual,Other,Activity list,
NCT04682561,"December 22, 2020",January 2021,Anticipated,Behavioral,Supportive Trauma Exposure Preparation Program,STEP Program
NCT04652596,"November 30, 2020","February 8, 2021",Actual,Other,Produce prescription program,Fresh Connect
NCT04652596,"November 30, 2020","February 8, 2021",Actual,Other,Grocery store gift cards,
NCT04353583,"April 6, 2020","April 21, 2020",Actual,,,
NCT04678778,"December 11, 2020","March 19, 2019",Actual,Behavioral,Physical and Cognitive Activity,
NCT04379531,"April 30, 2020","April 25, 2020",Actual,Diagnostic Test,Low-dose Chest CT,
NCT04444297,"June 20, 2020","September 1, 2021",Anticipated,Other,3D Telemedicine,
NCT04444297,"June 20, 2020","September 1, 2021",Anticipated,Other,2D Telemedicine,
NCT04666285,"October 15, 2020","February 15, 2021",Actual,Other,Experience of pandemic,
NCT04322344,"March 23, 2020","March 23, 2020",Actual,Drug,Escin,
NCT04322344,"March 23, 2020","March 23, 2020",Actual,Drug,standard therapy,
NCT04469660,"July 13, 2020","May 18, 2020",Actual,,,
NCT04451902,"June 23, 2020","June 30, 2020",Anticipated,,,
NCT04542343,"September 3, 2020","November 1, 2020",Actual,Behavioral,"Change in knowledge, motivation, skills, resources",
NCT04821921,"March 29, 2021","April 9, 2021",Actual,Other,No intervention,
NCT04422522,"June 7, 2020","March 15, 2020",Actual,,,
NCT04628104,"November 12, 2020","January 1, 2021",Anticipated,Radiation,cardiac magnetic resonance,
NCT04659135,"November 30, 2020","April 19, 2020",Actual,,,
NCT04337047,"April 3, 2020","March 31, 2020",Actual,Other,questionnaire assesment,
NCT04337502,"April 6, 2020","December 23, 2019",Actual,Diagnostic Test,Machine learning model,
NCT04874779,"May 2, 2021","June 8, 2020",Actual,Other,non,
NCT04836793,"April 6, 2021","April 15, 2021",Actual,Other,Additional biological samples,
NCT04326452,"March 25, 2020","March 27, 2020",Actual,Device,bidirectional oxygenation mouthpiece,
NCT04327180,"March 25, 2020","March 30, 2020",Actual,,,
NCT04470323,"July 12, 2020","July 22, 2020",Actual,Diagnostic Test,Flow cytometry,
NCT04861402,"April 25, 2021","April 30, 2020",Actual,Device,The ICP monitoring will be performed in a non-invasive method developed by Brain4Care,The presence of spontaneous microembolization will be assessed by means of non-invasive monitoring by transcranial doppler
NCT04382768,"May 6, 2020","May 1, 2020",Actual,Drug,Inhaled Hypertonic ibuprofen,
NCT04891276,"May 17, 2021","October 16, 2020",Actual,Other,Data collection,
NCT04539821,"September 3, 2020","October 1, 2020",Actual,Other,VCPM,Virtual Chronic Pain Management
NCT04650191,"November 30, 2020","March 1, 2020",Actual,Other,Identification of genetic variants,
NCT04312243,"March 15, 2020","April 7, 2020",Actual,Drug,Inhaled nitric oxide gas,
NCT04734912,"January 13, 2021","January 13, 2021",Actual,Other,gastroscopy in transnasal techique,
NCT04728594,"January 26, 2021","January 15, 2021",Actual,Behavioral,Social Proof,
NCT04728594,"January 26, 2021","January 15, 2021",Actual,Behavioral,Reframing,
NCT04728594,"January 26, 2021","January 15, 2021",Actual,Behavioral,Scarcity Message,
NCT04359849,"April 20, 2020",May 2020,Anticipated,,,
NCT04730284,"August 25, 2020","August 25, 2020",Actual,Other,Health supplements,
NCT04572399,"September 28, 2020","October 30, 2020",Actual,Device,UV Light Treatment,
NCT04476745,"July 16, 2020","October 5, 2020",Actual,Dietary Supplement,Vitamin D3,cholecalciferol
NCT04668937,"December 11, 2020","March 18, 2020",Actual,,,
